YearMonth,StockCode,Description,SalesVolume,TotalSales
2011-10,22826,"LOVE SEAT ANTIQUE WHITE METAL",3,255.00
2011-10,23466,"TUSCAN VILLA DOVECOTE BIRD FEEDER",3,24.75
2011-10,23468,"TUSCAN VILLA BIRD TABLE ",2,16.50
2011-10,21485,"RETROSPOT HEART HOT WATER BOTTLE",96,441.60
2011-10,22111,"SCOTTIE DOG HOT WATER BOTTLE",79,357.45
2011-10,22112,"CHOCOLATE HOT WATER BOTTLE",127,561.45
2011-10,22632,"HAND WARMER RED RETROSPOT",66,138.60
2011-10,22865,"HAND WARMER OWL DESIGN",462,898.20
2011-10,22866,"HAND WARMER SCOTTY DOG DESIGN",436,843.60
2011-10,22943,"CHRISTMAS LIGHTS 10 VINTAGE BAUBLES",25,123.75
2011-10,23215,"JINGLE BELL HEART ANTIQUE SILVER",54,136.92
2011-10,23356,"LOVE HOT WATER BOTTLE",61,362.95
2011-10,23371,"SET 36 COLOUR PENCILS SPACEBOY ",41,51.25
2011-10,23372,"SET 36 COLOUR PENCILS DOLLY GIRL",17,21.25
2011-10,23439,"HAND WARMER RED LOVE HEART",292,565.20
2011-10,23569,"TRADTIONAL ALPHABET STAMP SET",42,207.90
2011-10,23570,"TRADITIONAL PICK UP STICKS GAME ",68,85.00
2011-10,23571,"TRADITIONAL NAUGHTS & CROSSES",93,153.45
2011-10,47559B,"TEA TIME OVEN GLOVE",12,15.00
2011-10,POST,POSTAGE,16,312.00
2011-10,21535,"RED RETROSPOT SMALL MILK JUG",18,45.90
2011-10,22083,"PAPER CHAIN KIT RETROSPOT",18,53.10
2011-10,22086,"PAPER CHAIN KIT 50'S CHRISTMAS ",138,446.86
2011-10,23025,"DRAWER KNOB VINTAGE GLASS BALL",12,24.96
2011-10,23026,"DRAWER KNOB VINTAGE GLASS STAR",18,37.44
2011-10,23029,"DRAWER KNOB CRACKLE GLAZE GREEN",48,79.20
2011-10,23031,"DRAWER KNOB CRACKLE GLAZE PINK",30,49.50
2011-10,23032,"DRAWER KNOB CRACKLE GLAZE IVORY",54,89.10
2011-10,23035,"DRAWER KNOB CERAMIC IVORY",78,113.10
2011-10,23298,"SPOTTY BUNTING",56,277.20
2011-10,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",12,45.00
2011-10,23397,"FOOT STOOL HOME SWEET HOME ",13,114.95
2011-10,23434,"3 RAFFIA RIBBONS 50'S CHRISTMAS ",20,15.80
2011-10,23545,"WRAP RED VINTAGE DOILY",25,10.50
2011-10,23546,"WRAP PAISLEY PARK ",75,31.50
2011-10,84970L,"SINGLE HEART ZINC T-LIGHT HOLDER",37,47.08
2011-10,22050,"PINK PAISLEY ROSE GIFT WRAP",25,10.50
2011-10,22470,"HEART OF WICKER LARGE",51,137.29
2011-10,22594,"CHRISTMAS GINGHAM TREE",41,38.75
2011-10,22595,"GINGHAM HEART DECORATION",34,28.90
2011-10,22676,"FRENCH BLUE METAL DOOR SIGN 1",22,27.50
2011-10,22677,"FRENCH BLUE METAL DOOR SIGN 2",21,26.25
2011-10,22678,"FRENCH BLUE METAL DOOR SIGN 3",20,25.00
2011-10,22679,"FRENCH BLUE METAL DOOR SIGN 4",11,13.75
2011-10,22680,"FRENCH BLUE METAL DOOR SIGN 5",10,12.50
2011-10,22681,"FRENCH BLUE METAL DOOR SIGN 6",10,12.50
2011-10,22682,"FRENCH BLUE METAL DOOR SIGN 7",10,12.50
2011-10,22683,"FRENCH BLUE METAL DOOR SIGN 8",11,14.96
2011-10,22685,"FRENCH BLUE METAL DOOR SIGN 0",12,15.00
2011-10,22686,"FRENCH BLUE METAL DOOR SIGN No",12,15.00
2011-10,22694,"WICKER STAR ",7,14.70
2011-10,22734,"SET OF 6 RIBBONS VINTAGE CHRISTMAS",118,341.02
2011-10,22986,"WRAP GINGHAM ROSE ",25,10.50
2011-10,23311,"VINTAGE CHRISTMAS STOCKING ",80,204.00
2011-10,23312,"VINTAGE CHRISTMAS GIFT SACK",29,120.35
2011-10,23313,"VINTAGE CHRISTMAS BUNTING",43,212.85
2011-10,23321,"SMALL WHITE HEART OF WICKER",45,74.25
2011-10,23349,"ROLL WRAP VINTAGE CHRISTMAS",30,37.50
2011-10,23351,"ROLL WRAP 50'S CHRISTMAS",40,50.00
2011-10,23353,"6 GIFT TAGS VINTAGE CHRISTMAS ",169,140.27
2011-10,23535,"WALL ART BICYCLE SAFETY",33,185.55
2011-10,71459,"HANGING JAM JAR T-LIGHT HOLDERS",60,51.00
2011-10,20725,"LUNCH BAG RED RETROSPOT",93,155.93
2011-10,22197,"POPCORN HOLDER",339,264.49
2011-10,22297,"HEART IVORY TRELLIS SMALL",24,30.00
2011-10,22383,"LUNCH BAG SUKI DESIGN ",48,81.68
2011-10,22469,"HEART OF WICKER SMALL",80,124.00
2011-10,22650,"CERAMIC PIRATE CHEST MONEY BANK",36,52.20
2011-10,23096,"PETIT TRAY CHIC",31,52.79
2011-10,23209,"LUNCH BAG VINTAGE DOILY ",145,239.25
2011-10,23301,"GARDENERS KNEELING PAD KEEP CALM ",94,171.50
2011-10,23452,"HEART MINI PORTRAIT FRAME",30,58.50
2011-10,23453,"OVAL  MINI PORTRAIT FRAME",8,15.60
2011-10,23583,"LUNCH BAG PAISLEY PARK  ",169,258.85
2011-10,21790,"VINTAGE SNAP CARDS",55,50.65
2011-10,22141,"CHRISTMAS CRAFT TREE TOP ANGEL",89,197.05
2011-10,22142,"CHRISTMAS CRAFT WHITE FAIRY ",73,107.69
2011-10,22150,"3 STRIPEY MICE FELTCRAFT",64,124.80
2011-10,22328,"ROUND SNACK BOXES SET OF 4 FRUITS ",19,56.05
2011-10,22616,"PACK OF 12 LONDON TISSUES ",64,25.40
2011-10,22659,"LUNCH BOX I LOVE LONDON",12,23.40
2011-10,22720,"SET OF 3 CAKE TINS PANTRY DESIGN ",22,108.90
2011-10,22996,"TRAVEL CARD WALLET VINTAGE TICKET",24,10.08
2011-10,23004,"TRAVEL CARD WALLET PANTRY",24,10.08
2011-10,23158,"SET OF 5 LUCKY CAT MAGNETS ",37,76.96
2011-10,23202,"JUMBO BAG VINTAGE LEAF",37,76.96
2011-10,23203,"JUMBO BAG VINTAGE DOILY ",155,293.40
2011-10,23207,"LUNCH BAG ALPHABET DESIGN",31,51.15
2011-10,23208,"LUNCH BAG VINTAGE LEAF DESIGN",52,85.80
2011-10,23320,"GIANT 50'S CHRISTMAS CRACKER",53,153.17
2011-10,23343,"JUMBO BAG VINTAGE CHRISTMAS ",26,54.08
2011-10,23503,"PLAYING CARDS KEEP CALM & CARRY ON",32,40.00
2011-10,23505,"PLAYING CARDS I LOVE LONDON ",12,15.00
2011-10,23531,"WALL ART BIG LOVE ",23,151.45
2011-10,21169,"YOU'RE CONFUSING ME METAL SIGN ",41,69.29
2011-10,21212,"PACK OF 72 RETROSPOT CAKE CASES",78,45.00
2011-10,21231,"SWEETHEART CERAMIC TRINKET BOX",32,44.84
2011-10,21531,"RED RETROSPOT SUGAR JAM BOWL",12,30.60
2011-10,21844,"RED RETROSPOT MUG",19,56.05
2011-10,21871,"SAVE THE PLANET MUG",24,39.60
2011-10,22348,"TEA BAG PLATE RED RETROSPOT",25,22.03
2011-10,22423,"REGENCY CAKESTAND 3 TIER",46,582.12
2011-10,22456,"NATURAL SLATE CHALKBOARD LARGE ",12,59.40
2011-10,22627,"MINT KITCHEN SCALES",10,85.00
2011-10,22646,"CERAMIC STRAWBERRY CAKE MONEY BANK",20,30.84
2011-10,22726,"ALARM CLOCK BAKELIKE GREEN",58,224.92
2011-10,22846,"BREAD BIN DINER STYLE RED ",3,50.85
2011-10,22847,"BREAD BIN DINER STYLE IVORY",11,170.45
2011-10,22960,"JAM MAKING SET WITH JARS",64,264.16
2011-10,22961,"JAM MAKING SET PRINTED",79,127.43
2011-10,22988,"SOLDIERS EGG CUP ",12,15.00
2011-10,22993,"SET OF 4 PANTRY JELLY MOULDS",78,103.55
2011-10,23089,"GLASS BON BON JAR",12,23.40
2011-10,23111,"PARISIENNE SEWING BOX",1,12.50
2011-10,23175,"REGENCY MILK JUG PINK ",4,13.00
2011-10,23236,"STORAGE TIN VINTAGE DOILY ",33,104.07
2011-10,23245,"SET OF 3 REGENCY CAKE TINS",69,308.99
2011-10,23247,"BISCUIT TIN 50'S CHRISTMAS",25,75.15
2011-10,23275,"SET OF 3 HANGING OWLS OLLIE BEAK",88,110.00
2011-10,23316,"RED REFECTORY CLOCK ",2,19.90
2011-10,23317,"BLUE REFECTORY CLOCK ",2,19.90
2011-10,23380,"PACK OF 12 VINTAGE DOILY TISSUES",36,14.04
2011-10,47566,"PARTY BUNTING",40,198.00
2011-10,84378,"SET OF 3 HEART COOKIE CUTTERS",13,19.86
2011-10,POST,NULL,800,0.00
2011-10,C2,NULL,150,0.00
2011-10,21129,"SILVER FISHING GNOME ",3,26.36
2011-10,21479,"WHITE SKULL HOT WATER BOTTLE ",31,131.75
2011-10,21888,"BINGO SET",9,37.46
2011-10,21891,"TRADITIONAL WOODEN SKIPPING ROPE",28,40.60
2011-10,22109,"FULL ENGLISH BREAKFAST PLATE",25,97.46
2011-10,22138,"BAKING SET 9 PIECE RETROSPOT ",100,470.52
2011-10,22425,"ENAMEL COLANDER CREAM",4,19.80
2011-10,22429,"ENAMEL MEASURING JUG CREAM",5,21.25
2011-10,22430,"ENAMEL WATERING CAN CREAM",8,39.60
2011-10,22607,"WOODEN ROUNDERS GARDEN SET ",7,69.65
2011-10,22617,"BAKING SET SPACEBOY DESIGN",38,211.46
2011-10,22619,"SET OF 6 SOLDIER SKITTLES",18,89.76
2011-10,22622,"BOX OF VINTAGE ALPHABET BLOCKS",36,358.20
2011-10,22624,"IVORY KITCHEN SCALES",11,109.76
2011-10,22625,"RED KITCHEN SCALES",2,17.00
2011-10,22626,"BLACK KITCHEN SCALES",8,68.00
2011-10,22634,"CHILDS BREAKFAST SET SPACEBOY ",8,68.00
2011-10,22635,"CHILDS BREAKFAST SET DOLLY GIRL ",6,59.70
2011-10,22636,"CHILDS BREAKFAST SET CIRCUS PARADE",8,61.20
2011-10,23012,"GLASS APOTHECARY BOTTLE PERFUME",28,104.60
2011-10,23014,"GLASS APOTHECARY BOTTLE ELIXIR",24,88.80
2011-10,23084,"RABBIT NIGHT LIGHT",376,776.03
2011-10,23176,"ABC TREASURE BOOK BOX ",11,24.75
2011-10,23229,"VINTAGE DONKEY TAIL GAME ",112,394.08
2011-10,23251,"VINTAGE RED ENAMEL TRIM MUG ",12,15.00
2011-10,23395,"BELLE JARDINIERE CUSHION COVER",25,93.75
2011-10,23396,"LE JARDIN BOTANIQUE CUSHION COVER",16,60.00
2011-10,48138,"DOORMAT UNION FLAG",14,103.80
2011-10,20970,"PINK FLORAL FELTCRAFT SHOULDER BAG",54,189.54
2011-10,21481,"FAWN BLUE HOT WATER BOTTLE",81,281.91
2011-10,21508,"VINTAGE KID DOLLY CARD ",73,26.75
2011-10,21563,"RED HEART SHAPE LOVE BUCKET ",64,164.80
2011-10,21987,"PACK OF 6 SKULL PAPER CUPS",228,122.28
2011-10,21988,"PACK OF 6 SKULL PAPER PLATES",204,133.08
2011-10,22027,"TEA PARTY BIRTHDAY CARD",149,55.99
2011-10,22078,"RIBBON REEL LACE DESIGN ",131,245.10
2011-10,22090,"PAPER BUNTING RETROSPOT",40,102.00
2011-10,22094,"RED RETROSPOT TISSUE BOX",218,85.02
2011-10,22100,"SKULLS SQUARE TISSUE BOX",144,56.16
2011-10,22113,"GREY HEART HOT WATER BOTTLE",51,198.75
2011-10,22128,"PARTY CONES CANDY ASSORTED",120,127.20
2011-10,22129,"PARTY CONES CANDY DECORATION",240,172.80
2011-10,22175,"PINK OWL SOFT TOY",156,402.60
2011-10,22178,"VICTORIAN GLASS HANGING T-LIGHT",186,336.96
2011-10,22219,"LOVEBIRD HANGING DECORATION WHITE ",328,241.36
2011-10,22355,"CHARLOTTE BAG SUKI DESIGN",122,91.48
2011-10,22356,"CHARLOTTE BAG PINK POLKADOT",211,153.35
2011-10,22367,"CHILDRENS APRON SPACEBOY DESIGN",70,123.68
2011-10,22398,"MAGNETS PACK OF 4 SWALLOWS",84,32.76
2011-10,22400,"MAGNETS PACK OF 4 HOME SWEET HOME",72,28.08
2011-10,22402,"MAGNETS PACK OF 4 VINTAGE COLLAGE",84,32.76
2011-10,22492,"MINI PAINT SET VINTAGE ",1188,657.00
2011-10,22505,"MEMO BOARD COTTAGE DESIGN",52,223.80
2011-10,22539,"MINI JIGSAW DOLLY GIRL",264,96.48
2011-10,22544,"MINI JIGSAW SPACEBOY",267,98.15
2011-10,22546,"MINI JIGSAW PURDEY",242,87.24
2011-10,22555,"PLASTERS IN TIN STRONGMAN",123,183.75
2011-10,22631,"CIRCUS PARADE LUNCH BOX ",64,105.60
2011-10,22698,"PINK REGENCY TEACUP AND SAUCER",36,96.60
2011-10,22759,"SET OF 3 NOTEBOOKS IN PARCEL",129,208.41
2011-10,22898,"CHILDRENS APRON APPLES DESIGN",102,168.90
2011-10,22946,"WOODEN ADVENT CALENDAR CREAM",17,237.75
2011-10,22951,"60 CAKE CASES DOLLY GIRL DESIGN",289,128.45
2011-10,22962,"JAM JAR WITH PINK LID",48,34.56
2011-10,23076,"ICE CREAM SUNDAE LIP GLOSS",312,339.60
2011-10,23081,"GREEN METAL BOX ARMY SUPPLIES",18,136.50
2011-10,23083,"SET 6 PAPER TABLE LANTERN STARS ",106,353.34
2011-10,23204,"CHARLOTTE BAG APPLES DESIGN",214,155.90
2011-10,23206,"LUNCH BAG APPLE DESIGN",146,220.90
2011-10,23254,"CHILDRENS CUTLERY DOLLY GIRL ",144,540.00
2011-10,23255,"CHILDRENS CUTLERY CIRCUS PARADE",72,270.00
2011-10,23256,"CHILDRENS CUTLERY SPACEBOY ",72,270.00
2011-10,23391," I LOVE LONDON MINI BACKPACK",50,187.50
2011-10,23581,"JUMBO BAG PAISLEY PARK",129,239.32
2011-10,84030E,"ENGLISH ROSE HOT WATER BOTTLE",28,107.00
2011-10,84987,"SET OF 36 TEATIME PAPER DOILIES",182,238.04
2011-10,22629,"SPACEBOY LUNCH BOX ",82,140.70
2011-10,23013,"GLASS APOTHECARY BOTTLE TONIC",17,65.49
2011-10,23201,"JUMBO BAG ALPHABET",61,126.88
2011-10,23205,"CHARLOTTE BAG VINTAGE ALPHABET ",52,44.98
2011-10,23530,"WALL ART ONLY ONE PERSON ",25,109.35
2011-10,21791,"VINTAGE HEADS AND TAILS CARD GAME ",98,110.03
2011-10,21843,"RED RETROSPOT CAKE STAND",32,326.40
2011-10,21977,"PACK OF 60 PINK PAISLEY CAKE CASES",146,65.40
2011-10,22236,"CAKE STAND 3 TIER MAGIC GARDEN",24,262.80
2011-10,22472,"TV DINNER TRAY DOLLY GIRL",16,68.00
2011-10,22474,"SPACEBOY TV DINNER TRAY",16,68.00
2011-10,22549,"PICTURE DOMINOES",90,125.30
2011-10,22973,"CHILDREN'S CIRCUS PARADE MUG",96,139.20
2011-10,16169E,"WRAP 50'S  CHRISTMAS",100,42.00
2011-10,20979,"36 PENCILS TUBE RED RETROSPOT",58,72.50
2011-10,20981,"12 PENCILS TALL TUBE WOODLAND",14,11.90
2011-10,21059,"PARTY INVITES DINOSAURS",12,10.20
2011-10,21060,"PARTY INVITES BALLOON GIRL",12,10.20
2011-10,21061,"PARTY INVITES FOOTBALL",12,10.20
2011-10,21062,"PARTY INVITES SPACEMAN",12,10.20
2011-10,21219,"SET/4 BADGES BALLOON GIRL",20,25.00
2011-10,21224,"SET/4 SKULL BADGES",20,25.00
2011-10,21617,"4 LILY  BOTANICAL DINNER CANDLES",24,30.00
2011-10,21619,"4 VANILLA BOTANICAL CANDLES",24,30.00
2011-10,21704,"BAG 250g SWIRLY MARBLES",51,44.91
2011-10,21892,"TRADITIONAL WOODEN CATCH CUP GAME ",27,34.96
2011-10,21912,"VINTAGE SNAKES & LADDERS",25,93.75
2011-10,21932,"SCANDINAVIAN PAISLEY PICNIC BAG",10,16.50
2011-10,21933,"PINK VINTAGE PAISLEY PICNIC BAG",13,23.07
2011-10,21990,"MODERN FLORAL STATIONERY SET",18,28.55
2011-10,22139,"RETROSPOT TEA SET CERAMIC 11 PC ",15,85.93
2011-10,22144,"CHRISTMAS CRAFT LITTLE FRIENDS",107,234.85
2011-10,22273,"FELTCRAFT DOLL MOLLY",36,106.20
2011-10,22418,"10 COLOUR SPACEBOY PEN",62,52.70
2011-10,22457,"NATURAL SLATE HEART CHALKBOARD ",81,241.79
2011-10,22531,"MAGIC DRAWING SLATE CIRCUS PARADE  ",25,10.50
2011-10,22609,"PENS ASSORTED SPACEBALL",72,13.68
2011-10,22610,"PENS ASSORTED FUNNY FACE",72,13.68
2011-10,22620,"4 TRADITIONAL SPINNING TOPS",19,29.57
2011-10,22693,"GROW A FLYTRAP OR SUNFLOWER IN TIN",48,60.00
2011-10,22767,"TRIPLE PHOTO FRAME CORNICE ",10,99.50
2011-10,22768,"FAMILY PHOTO FRAME CORNICE",4,39.80
2011-10,22820,"GIFT BAG BIRTHDAY",12,7.80
2011-10,22821,"GIFT BAG PSYCHEDELIC APPLES",12,7.80
2011-10,22947,"WOODEN ADVENT CALENDAR RED",24,190.80
2011-10,23110,"PARISIENNE KEY CABINET ",7,40.25
2011-10,23126,"FELTCRAFT GIRL AMELIE KIT",14,69.30
2011-10,23127,"FELTCRAFT GIRL NICOLE KIT",14,69.30
2011-10,23181,"BULL DOG BOTTLE TOP WALL CLOCK",4,33.00
2011-10,23191,"BUNDLE OF 3 RETRO NOTE BOOKS",12,19.80
2011-10,23192,"BUNDLE OF 3 ALPHABET EXERCISE BOOKS",49,82.49
2011-10,23240,"SET OF 4 KNICK KNACK TINS DOILY ",25,103.75
2011-10,23370,"SET 36 COLOURING PENCILS DOILY",48,60.00
2011-10,23485,"BOTANICAL GARDENS WALL CLOCK ",4,100.00
2011-10,23486,"ANTIQUE HEART SHELF UNIT",9,137.25
2011-10,23491,"VINTAGE JINGLE BELLS HEART",2,16.50
2011-10,23492,"VINTAGE JINGLE BELLS WREATH",2,16.50
2011-10,23493,"VINTAGE DOILY TRAVEL SEWING KIT",57,111.15
2011-10,23497,"CLASSIC CHROME BICYCLE BELL ",24,34.80
2011-10,23499,"SET 12 VINTAGE DOILY CHALK ",48,20.16
2011-10,23582,"VINTAGE DOILY JUMBO BAG RED ",46,95.68
2011-10,23660,"HENRIETTA HEN MUG ",24,39.60
2011-10,23661,"MILK MAIDS MUG ",24,39.60
2011-10,79191C,"RETRO PLASTIC ELEPHANT TRAY",12,10.20
2011-10,84951A,"SET OF 4 PISTACHIO LOVEBIRD COASTER",24,18.96
2011-10,85099B,"JUMBO BAG RED RETROSPOT",1074,1948.02
2011-10,85183A,"CHARLIE & LOLA WASTEPAPER BIN BLUE",12,15.00
2011-10,85183B,"CHARLIE & LOLA WASTEPAPER BIN FLORA",12,15.00
2011-10,35965,NULL,7,0.00
2011-10,21080,"SET/20 RED RETROSPOT PAPER NAPKINS ",41,34.79
2011-10,21086,"SET/6 RED SPOTTY PAPER CUPS",12,7.80
2011-10,21094,"SET/6 RED SPOTTY PAPER PLATES",13,11.03
2011-10,21210,"SET OF 72 RETROSPOT PAPER  DOILIES",121,176.92
2011-10,21746,"SMALL RED RETROSPOT WINDMILL",12,15.00
2011-10,21974,"SET OF 36 PAISLEY FLOWER DOILIES",52,79.81
2011-10,22118,"JOY WOODEN BLOCK LETTERS",6,29.70
2011-10,22119,"PEACE WOODEN BLOCK LETTERS",8,62.78
2011-10,22571,"ROCKING HORSE RED CHRISTMAS ",15,12.75
2011-10,22572,"ROCKING HORSE GREEN CHRISTMAS ",24,20.40
2011-10,22578,"WOODEN STAR CHRISTMAS SCANDINAVIAN",274,80.80
2011-10,22907,"PACK OF 20 NAPKINS PANTRY DESIGN",12,10.20
2011-10,22909,"SET OF 20 VINTAGE CHRISTMAS NAPKINS",127,107.95
2011-10,22952,"60 CAKE CASES VINTAGE CHRISTMAS",249,136.95
2011-10,23284,"DOORMAT KEEP CALM AND COME IN",33,299.13
2011-10,23295,"SET OF 12 MINI LOAF BAKING CASES",49,40.67
2011-10,23314,"VINTAGE CHRISTMAS TABLECLOTH",4,50.00
2011-10,22553,"PLASTERS IN TIN SKULLS",37,61.05
2011-10,22697,"GREEN REGENCY TEACUP AND SAUCER",37,102.39
2011-10,23170,"REGENCY TEA PLATE ROSES ",24,39.60
2011-10,23171,"REGENCY TEA PLATE GREEN ",24,39.60
2011-10,23172,"REGENCY TEA PLATE PINK",24,39.60
2011-10,23300,"GARDENERS KNEELING PAD CUP OF TEA ",48,87.40
2011-10,84950,"ASSORTED COLOUR T-LIGHT HOLDER",24,15.60
2011-10,16011,"ANIMAL STICKERS",24,5.04
2011-10,16012,"FOOD/DRINK SPONGE STICKERS",48,10.08
2011-10,20750,"RED RETROSPOT MINI CASES",18,143.10
2011-10,20829,"GLITTER HANGING BUTTERFLY STRING",25,54.53
2011-10,20986,"BLUE CALCULATOR RULER",12,15.00
2011-10,21175,"GIN + TONIC DIET METAL SIGN",40,102.00
2011-10,21232,"STRAWBERRY CERAMIC TRINKET POT",57,77.30
2011-10,21293,"MIRRORED DOVE WALL DECORATION",24,50.40
2011-10,21314,"SMALL GLASS HEART TRINKET POT",8,16.80
2011-10,21326,"AGED GLASS SILVER T-LIGHT HOLDER",36,23.40
2011-10,21519,"GIN & TONIC DIET GREETING CARD ",24,10.08
2011-10,21705,"BAG 500g SWIRLY MARBLES",22,37.94
2011-10,21754,"HOME BUILDING BLOCK WORD",4,25.00
2011-10,21756,"BATH BUILDING BLOCK WORD",14,87.50
2011-10,21832,"CHOCOLATE CALCULATOR",25,42.89
2011-10,21874,"GIN AND TONIC MUG",12,19.80
2011-10,21890,"S/6 WOODEN SKITTLES IN COTTON BAG",14,48.04
2011-10,21908,"CHOCOLATE THIS WAY METAL SIGN",19,50.05
2011-10,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",96,372.00
2011-10,22120,"WELCOME  WOODEN BLOCK LETTERS",12,102.00
2011-10,22174,"PHOTO CUBE",18,39.54
2011-10,22188,"BLACK HEART CARD HOLDER",16,63.20
2011-10,22299,"PIG KEYRING WITH LIGHT & SOUND ",72,90.00
2011-10,22365,"DOORMAT RESPECTABLE HOUSE",12,87.30
2011-10,22366,"DOORMAT AIRMAIL ",12,87.30
2011-10,22435,"SET OF 9 HEART SHAPED BALLOONS",24,30.00
2011-10,22437,"SET OF 9 BLACK SKULL BALLOONS",40,17.00
2011-10,22467,"GUMBALL COAT RACK",59,136.66
2011-10,22526,"WHEELBARROW FOR CHILDREN ",1,12.75
2011-10,22530,"MAGIC DRAWING SLATE DOLLY GIRL ",28,11.76
2011-10,22537,"MAGIC DRAWING SLATE DINOSAUR",26,10.92
2011-10,22560,"TRADITIONAL MODELLING CLAY",30,39.92
2011-10,22633,"HAND WARMER UNION JACK",86,180.60
2011-10,22691,"DOORMAT WELCOME SUNRISE",10,70.80
2011-10,22727,"ALARM CLOCK BAKELIKE RED ",49,183.75
2011-10,22728,"ALARM CLOCK BAKELIKE PINK",17,67.46
2011-10,22735,"RIBBON REEL SOCKS AND MITTENS",16,26.40
2011-10,22739,"RIBBON REEL CHRISTMAS SOCK BAUBLE",17,31.33
2011-10,22782,"SET 3 WICKER STORAGE BASKETS ",1,24.95
2011-10,22800,"ANTIQUE TALL SWIRLGLASS TRINKET POT",8,30.00
2011-10,22801,"ANTIQUE GLASS PEDESTAL BOWL",12,45.00
2011-10,22834,"HAND WARMER BABUSHKA DESIGN",32,67.20
2011-10,22835,"HOT WATER BOTTLE I AM SO POORLY",59,279.43
2011-10,22890,"NOVELTY BISCUITS CAKE STAND 3 TIER",9,89.55
2011-10,23073,"GEORGIAN TRINKET BOX",4,50.00
2011-10,23079,"TOADSTOOL BEDSIDE LIGHT ",7,62.65
2011-10,23154,"SET OF 4 JAM JAR MAGNETS",24,49.92
2011-10,23155,"KNICKERBOCKERGLORY MAGNET ASSORTED ",12,9.96
2011-10,23156,"SET OF 5 MINI GROCERY MAGNETS",13,27.04
2011-10,23159,"SET OF 5 PANCAKE DAY MAGNETS",24,49.92
2011-10,23169,"CLASSIC GLASS COOKIE JAR",6,24.90
2011-10,23190,"BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ",25,42.89
2011-10,23355,"HOT WATER BOTTLE KEEP CALM",90,426.30
2011-10,23376,"PACK OF 12 VINTAGE CHRISTMAS TISSUE",63,24.57
2011-10,23393,"HOME SWEET HOME CUSHION COVER ",12,45.00
2011-10,23414,"ZINC BOX SIGN HOME",4,39.80
2011-10,23438," RED SPOT GIFT BAG LARGE",24,30.00
2011-10,23445,"ICE CREAM BUBBLES",20,16.60
2011-10,23504,"PLAYING CARDS JUBILEE UNION JACK",24,30.00
2011-10,23542,"WALL ART 70'S ALPHABET ",8,61.20
2011-10,35095A,"BLUE VICTORIAN FABRIC OVAL BOX",24,10.08
2011-10,35095B,"RED VICTORIAN FABRIC OVAL BOX",30,12.60
2011-10,46000M,"POLYESTER FILLER PAD 45x45cm",25,38.75
2011-10,47591D,"PINK FAIRY CAKE CHILDRENS APRON",18,35.10
2011-10,82482,"WOODEN PICTURE FRAME WHITE FINISH",54,144.90
2011-10,82483,"WOOD 2 DRAWER CABINET WHITE FINISH",22,144.08
2011-10,82484,"WOOD BLACK BOARD ANT WHITE FINISH",20,144.60
2011-10,82486,"3 DRAWER ANTIQUE WHITE WOOD CABINET",18,151.50
2011-10,82494L,"WOODEN FRAME ANTIQUE WHITE ",48,132.00
2011-10,82580,"BATHROOM METAL SIGN",24,13.20
2011-10,82581,"TOILET METAL SIGN",24,13.20
2011-10,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",73,280.25
2011-10,84031A,"CHARLIE+LOLA RED HOT WATER BOTTLE ",9,40.29
2011-10,84031B,"CHARLIE LOLA BLUE HOT WATER BOTTLE ",8,36.16
2011-10,84077,"WORLD WAR 2 GLIDERS ASSTD DESIGNS",245,72.75
2011-10,84078A,"SET/4 WHITE RETRO STORAGE CUBES ",1,39.95
2011-10,84212,""ASSORTED FLOWER COLOUR ""LEIS"""",24,15.60
2011-10,84347,"ROTATING SILVER ANGELS T-LIGHT HLDR",122,315.92
2011-10,84558A,"3D DOG PICTURE PLAYING CARDS",12,35.40
2011-10,84559A,"3D SHEET OF DOG STICKERS",12,10.20
2011-10,84692,"BOX OF 24 COCKTAIL PARASOLS",78,33.58
2011-10,84947,"ANTIQUE SILVER TEA GLASS ENGRAVED",72,90.00
2011-10,84949,"SILVER HANGING T-LIGHT HOLDER",78,114.30
2011-10,84997A,"CHILDRENS CUTLERY POLKADOT GREEN ",4,16.60
2011-10,84997B,"CHILDRENS CUTLERY RETROSPOT RED ",5,20.75
2011-10,84997C,"CHILDRENS CUTLERY POLKADOT BLUE",5,20.75
2011-10,84997D,"CHILDRENS CUTLERY POLKADOT PINK",5,20.75
2011-10,21035,"SET/2 RED RETROSPOT TEA TOWELS ",3,9.75
2011-10,21154,"RED RETROSPOT OVEN GLOVE ",12,24.68
2011-10,21217,"RED RETROSPOT ROUND CAKE TINS",2,19.90
2011-10,22082,"RIBBON REEL STRIPES DESIGN ",6,11.54
2011-10,22149,"FELTCRAFT 6 FLOWER FRIENDS",38,72.80
2011-10,22384,"LUNCH BAG PINK POLKADOT",17,28.05
2011-10,22666,"RECIPE BOX PANTRY YELLOW DESIGN",215,565.97
2011-10,22667,"RECIPE BOX RETROSPOT ",24,70.80
2011-10,22839,"3 TIER CAKE TIN GREEN AND CREAM",2,44.08
2011-10,22867,"HAND WARMER BIRD DESIGN",267,512.70
2011-10,23426,"METAL SIGN DROP YOUR PANTS",8,23.12
